Source,Target,size,Weight
Cystic Fibrosis,Pediatric,3,0.012711864
Dental/Oral and Craniofacial Disease,Pediatric,5,0.021186441
Depression,Pediatric,4,0.016949153
Diabetes,Pediatric,7,0.029661017
Dissemination and Implementation Research,Pediatric,5,0.021186441
Down Syndrome,Pediatric,5,0.021186441
Drug Abuse (NIDA only),Pediatric,17,0.072033898
Eating Disorders,Pediatric,4,0.016949153
Electronic Nicotine Delivery Systems,Pediatric,1,0.004237288
Emerging Infectious Diseases,Pediatric,9,0.038135593
Endocrine Disruptors,Pediatric,7,0.029661017
Estrogen,Pediatric,3,0.012711864
Eye Disease and Disorders of Vision,Pediatric,1,0.004237288
Genetic Testing,Pediatric,1,0.004237288
Health Disparities,Pediatric,28,0.08
Health Services,Pediatric,22,0.093220339
Hearing Loss,Pediatric,3,0.012711864
Heart Disease,Pediatric,9,0.038135593
Hematology,Pediatric,11,0.046610169
HIV/AIDS,Pediatric,2,0.008474576
HPV and/or Cervical Cancer Vaccines,Pediatric,1,0.004237288
Immunization,Pediatric,8,0.033898305
Infant Mortality,Pediatric,2,0.008474576
Infectious Diseases,Pediatric,18,0.0625
Infertility,Pediatric,2,0.008474576
Inflammatory Bowel Disease,Pediatric,1,0.004237288
Intellectual and Developmental Disabilities (IDD),Pediatric,27,0.11440678
Kidney Disease,Pediatric,4,0.016949153
Lead Poisoning,Pediatric,4,0.016949153
Lung,Pediatric,17,0.072033898
Lung Cancer,Pediatric,2,0.008474576
Lupus,Pediatric,2,0.008474576
Machine Learning and Artificial Intelligence,Pediatric,92,0.092929293
Malaria,Pediatric,1,0.004237288
Malaria Vaccine,Pediatric,1,0.004237288
Maternal Morbidity and Mortality,Pediatric,4,0.016949153
Mental Health,Pediatric,70,0.260223048
Mental Illness,Pediatric,28,0.118644068
Mind and Body,Pediatric,3,0.012711864
Muscular Dystrophy,Pediatric,3,0.012711864
Neonatal Respiratory Distress,Pediatric,7,0.029661017
Networking and Information Technology R&D (NITRD),Pediatric,146,0.068965517
Neurosciences,Pediatric,41,0.068333333
Nutrition,Pediatric,12,0.050847458
Obesity,Pediatric,2,0.008474576
Opioid Misuse and Addiction,Pediatric,6,0.025423729
Opioids,Pediatric,6,0.025423729
Orphan Drug,Pediatric,10,0.042372881
Osteoarthritis,Pediatric,2,0.008474576
Osteogenesis Imperfecta,Pediatric,1,0.004237288
Pain Research,Pediatric,4,0.016949153
Patient Safety,Pediatric,21,0.088983051
Pediatric AIDS,Pediatric,1,0.004237288
Pediatric Cancer,Pediatric,26,0.110169492
Pediatric Research Initiative,Pediatric,7,0.029661017
Perinatal Period - Conditions Originating in Perinatal Period,Pediatric,39,0.165254237
Physical Activity,Pediatric,5,0.021186441
Physical Rehabilitation,Pediatric,8,0.033898305
Post-Traumatic Stress Disorder (PTSD),Pediatric,1,0.004237288
Precision Medicine,Pediatric,32,0.084210526
Pregnancy,Pediatric,14,0.059322034
"Preterm, Low Birth Weight and Health of the Newborn",Pediatric,21,0.088983051
Prevention,Pediatric,86,0.163187856
Psoriasis,Pediatric,1,0.004237288
Rare Diseases,Pediatric,48,0.203389831
Rehabilitation,Pediatric,12,0.050847458
Rheumatoid Arthritis,Pediatric,2,0.008474576
Rural Health,Pediatric,4,0.016949153
Schizophrenia,Pediatric,4,0.016949153
Screening And Brief Intervention For Substance Abuse,Pediatric,1,0.004237288
Sepsis,Pediatric,3,0.012711864
Serious Mental Illness,Pediatric,8,0.033898305
Sexually Transmitted Infections,Pediatric,1,0.004237288
Sickle Cell Disease,Pediatric,1,0.004237288
Sleep Research,Pediatric,3,0.012711864
Social Determinants of Health,Pediatric,43,0.18220339
Spina Bifida,Pediatric,1,0.004237288
Stem Cell Research,Pediatric,2,0.008474576
Stem Cell Research - Induced Pluripotent Stem Cell,Pediatric,2,0.008474576
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Pediatric,2,0.008474576
Stem Cell Research - Nonembryonic - Human,Pediatric,2,0.008474576
Stroke,Pediatric,3,0.012711864
Substance Abuse,Pediatric,10,0.042372881
Substance Abuse Prevention,Pediatric,1,0.004237288
Substance Misuse,Pediatric,13,0.055084746
Suicide,Pediatric,1,0.004237288
Telehealth,Pediatric,3,0.012711864
Tobacco,Pediatric,1,0.004237288
Underage Drinking,Pediatric,6,0.025423729
Urologic Diseases,Pediatric,3,0.012711864
Vaccine Related,Pediatric,8,0.033898305
Vector-Borne Diseases,Pediatric,1,0.004237288
Violence Research,Pediatric,1,0.004237288
Women's Health,Pediatric,41,0.129337539
Wound Healing and Care,Pediatric,2,0.008474576
Youth Violence,Pediatric,1,0.004237288
Childhood Leukemia,Pediatric Cancer,4,0.153846154
Down Syndrome,Pediatric Cancer,1,0.038461538
Lung Cancer,Pediatric Cancer,2,0.076923077
Pediatric Research Initiative,Pediatric Cancer,1,0.038461538
Rehabilitation,Pediatric Cancer,2,0.064516129
Estrogen,Pediatric Research Initiative,1,0.111111111
Violence Research,Pediatric Research Initiative,1,0.111111111
Youth Violence,Pediatric Research Initiative,1,0.111111111
Aging,Perinatal Period - Conditions Originating in Perinatal Period,4,0.012944984
Arthritis,Perinatal Period - Conditions Originating in Perinatal Period,4,0.102564103
Attention Deficit Disorder (ADD),Perinatal Period - Conditions Originating in Perinatal Period,1,0.025641026
Basic Behavioral and Social Science,Perinatal Period - Conditions Originating in Perinatal Period,3,0.015789474
Behavioral and Social Science,Perinatal Period - Conditions Originating in Perinatal Period,8,0.016032064
Bioengineering,Perinatal Period - Conditions Originating in Perinatal Period,15,0.010676157
Biomedical Imaging,Perinatal Period - Conditions Originating in Perinatal Period,3,0.012448133
Biotechnology,Perinatal Period - Conditions Originating in Perinatal Period,4,0.006568144
Brain Disorders,Perinatal Period - Conditions Originating in Perinatal Period,6,0.013215859
Cancer,Perinatal Period - Conditions Originating in Perinatal Period,2,0.004524887
Cardiovascular,Perinatal Period - Conditions Originating in Perinatal Period,6,0.051282051
Cerebral Palsy,Perinatal Period - Conditions Originating in Perinatal Period,5,0.128205128
Cerebrovascular,Perinatal Period - Conditions Originating in Perinatal Period,2,0.051282051
Childhood Obesity,Perinatal Period - Conditions Originating in Perinatal Period,1,0.025641026
Climate Change,Perinatal Period - Conditions Originating in Perinatal Period,2,0.051282051
Climate-Related Exposures and Conditions,Perinatal Period - Conditions Originating in Perinatal Period,5,0.128205128
Clinical Trials and Supportive Activities,Perinatal Period - Conditions Originating in Perinatal Period,2,0.020833333
Conditions Affecting the Embryonic and Fetal Periods,Perinatal Period - Conditions Originating in Perinatal Period,12,0.307692308
Congenital Heart Disease,Perinatal Period - Conditions Originating in Perinatal Period,1,0.025641026
Congenital Structural Anomalies,Perinatal Period - Conditions Originating in Perinatal Period,2,0.051282051
Diabetes,Perinatal Period - Conditions Originating in Perinatal Period,1,0.025641026
Endocrine Disruptors,Perinatal Period - Conditions Originating in Perinatal Period,7,0.179487179
Estrogen,Perinatal Period - Conditions Originating in Perinatal Period,3,0.076923077
Eye Disease and Disorders of Vision,Perinatal Period - Conditions Originating in Perinatal Period,1,0.021276596
Genetic Testing,Perinatal Period - Conditions Originating in Perinatal Period,1,0.025641026
Health Disparities,Perinatal Period - Conditions Originating in Perinatal Period,3,0.008571429
Health Services,Perinatal Period - Conditions Originating in Perinatal Period,2,0.009852217
Heart Disease,Perinatal Period - Conditions Originating in Perinatal Period,4,0.051948052
Hematology,Perinatal Period - Conditions Originating in Perinatal Period,2,0.038461538
Immunization,Perinatal Period - Conditions Originating in Perinatal Period,1,0.025641026
Infant Mortality,Perinatal Period - Conditions Originating in Perinatal Period,2,0.051282051
Infectious Diseases,Perinatal Period - Conditions Originating in Perinatal Period,3,0.010416667
Lung,Perinatal Period - Conditions Originating in Perinatal Period,9,0.097826087
Machine Learning and Artificial Intelligence,Perinatal Period - Conditions Originating in Perinatal Period,19,0.019191919
Maternal Morbidity and Mortality,Perinatal Period - Conditions Originating in Perinatal Period,3,0.076923077
Mental Health,Perinatal Period - Conditions Originating in Perinatal Period,4,0.014869888
Neonatal Respiratory Distress,Perinatal Period - Conditions Originating in Perinatal Period,7,0.179487179
Networking and Information Technology R&D (NITRD),Perinatal Period - Conditions Originating in Perinatal Period,22,0.010392064
Neurosciences,Perinatal Period - Conditions Originating in Perinatal Period,4,0.006666667
Nutrition,Perinatal Period - Conditions Originating in Perinatal Period,2,0.051282051
Obesity,Perinatal Period - Conditions Originating in Perinatal Period,1,0.025641026
Opioid Misuse and Addiction,Perinatal Period - Conditions Originating in Perinatal Period,1,0.019230769
Opioids,Perinatal Period - Conditions Originating in Perinatal Period,1,0.016129032
Orphan Drug,Perinatal Period - Conditions Originating in Perinatal Period,1,0.019607843
Osteoarthritis,Perinatal Period - Conditions Originating in Perinatal Period,2,0.051282051
Patient Safety,Perinatal Period - Conditions Originating in Perinatal Period,5,0.021551724
Pediatric Cancer,Perinatal Period - Conditions Originating in Perinatal Period,2,0.051282051
Pediatric Research Initiative,Perinatal Period - Conditions Originating in Perinatal Period,2,0.051282051
Physical Activity,Perinatal Period - Conditions Originating in Perinatal Period,3,0.076923077
Physical Rehabilitation,Perinatal Period - Conditions Originating in Perinatal Period,4,0.102564103
Precision Medicine,Perinatal Period - Conditions Originating in Perinatal Period,5,0.013157895
Pregnancy,Perinatal Period - Conditions Originating in Perinatal Period,12,0.307692308
"Preterm, Low Birth Weight and Health of the Newborn",Perinatal Period - Conditions Originating in Perinatal Period,20,0.512820513
Prevention,Perinatal Period - Conditions Originating in Perinatal Period,18,0.034155598
Rare Diseases,Perinatal Period - Conditions Originating in Perinatal Period,12,0.056603774
Rehabilitation,Perinatal Period - Conditions Originating in Perinatal Period,5,0.128205128
Sepsis,Perinatal Period - Conditions Originating in Perinatal Period,2,0.051282051
Social Determinants of Health,Perinatal Period - Conditions Originating in Perinatal Period,6,0.02764977
Stroke,Perinatal Period - Conditions Originating in Perinatal Period,2,0.051282051
Substance Misuse,Perinatal Period - Conditions Originating in Perinatal Period,1,0.013157895
Vaccine Related,Perinatal Period - Conditions Originating in Perinatal Period,1,0.025641026
Women's Health,Perinatal Period - Conditions Originating in Perinatal Period,18,0.056782334
Arthritis,Physical Activity,3,0.088235294
Assistive Technology,Physical Activity,1,0.045454545
Asthma,Physical Activity,3,0.136363636
Autoimmune Disease,Physical Activity,4,0.1
Burden of Illness,Physical Activity,3,0.136363636
Cerebral Palsy,Physical Activity,3,0.136363636
Chronic Obstructive Pulmonary Disease,Physical Activity,1,0.045454545
Comparative Effectiveness Research,Physical Activity,1,0.026315789
Crohn's Disease,Physical Activity,1,0.045454545
Inflammatory Bowel Disease,Physical Activity,1,0.045454545
Osteoarthritis,Physical Activity,1,0.045454545
Ovarian Cancer,Physical Activity,1,0.045454545
Pediatric Research Initiative,Physical Activity,1,0.045454545
Physical Rehabilitation,Physical Activity,3,0.136363636
Rehabilitation,Physical Activity,4,0.129032258
Sleep Research,Physical Activity,4,0.181818182
Back Pain,Physical Injury - Accidents and Adverse Effects,2,0.046511628
Epilepsy,Physical Injury - Accidents and Adverse Effects,2,0.046511628
Injury - Trauma - (Head and Spine),Physical Injury - Accidents and Adverse Effects,8,0.186046512
Injury - Traumatic brain injury,Physical Injury - Accidents and Adverse Effects,8,0.186046512
Post-Traumatic Stress Disorder (PTSD),Physical Injury - Accidents and Adverse Effects,4,0.093023256
Prescription Drug Abuse,Physical Injury - Accidents and Adverse Effects,3,0.069767442
Spinal Cord Injury,Physical Injury - Accidents and Adverse Effects,3,0.069767442
Substance Abuse Prevention,Physical Injury - Accidents and Adverse Effects,2,0.046511628
Suicide Prevention,Physical Injury - Accidents and Adverse Effects,2,0.046511628
Traumatic Brain Injury (TBI),Physical Injury - Accidents and Adverse Effects,10,0.23255814
Traumatic Head and Spine Injury,Physical Injury - Accidents and Adverse Effects,10,0.23255814
Childhood Injury,Physical Rehabilitation,1,0.055555556
Acute Respiratory Distress Syndrome,Pneumonia,1,0.058823529
Antimicrobial Resistance,Pneumonia,1,0.058823529
Biodefense,Pneumonia,6,0.082191781
Biomedical Imaging,Pneumonia,5,0.020746888
Biotechnology,Pneumonia,4,0.006568144
Cancer,Pneumonia,4,0.009049774
Coronaviruses Diagnostics and Prognostics,Pneumonia,1,0.058823529
Coronaviruses Therapeutics and Interventions,Pneumonia,1,0.058823529
Influenza,Pneumonia,2,0.117647059
Lung Cancer,Pneumonia,2,0.095238095
Pneumonia & Influenza,Pneumonia,3,0.125
Tuberculosis,Pneumonia,1,0.058823529
Acute Respiratory Distress Syndrome,Pneumonia & Influenza,1,0.041666667
Antimicrobial Resistance,Pneumonia & Influenza,1,0.041666667
Behavioral and Social Science,Pneumonia & Influenza,3,0.006012024
Biodefense,Pneumonia & Influenza,12,0.164383562
Biomedical Imaging,Pneumonia & Influenza,5,0.020746888
Biotechnology,Pneumonia & Influenza,7,0.011494253
Cancer,Pneumonia & Influenza,4,0.009049774
Coronaviruses Diagnostics and Prognostics,Pneumonia & Influenza,1,0.041666667
Coronaviruses Therapeutics and Interventions,Pneumonia & Influenza,1,0.041666667
Immunization,Pneumonia & Influenza,3,0.088235294
Influenza,Pneumonia & Influenza,9,0.375
Lung Cancer,Pneumonia & Influenza,2,0.083333333
Tuberculosis,Pneumonia & Influenza,1,0.041666667
Vaccine Related,Pneumonia & Influenza,3,0.096774194
Childhood Injury,Post-Traumatic Stress Disorder (PTSD),1,0.1
Traumatic Brain Injury (TBI),Post-Traumatic Stress Disorder (PTSD),2,0.2
Traumatic Head and Spine Injury,Post-Traumatic Stress Disorder (PTSD),2,0.2
"Alcoholism, Alcohol Use and Health",Precision Medicine,10,0.026315789
ALS,Precision Medicine,3,0.007894737
Alzheimer's Disease Related Dementias (ADRD),Precision Medicine,7,0.018421053
American Indian or Alaska Native,Precision Medicine,2,0.005263158
Antimicrobial Resistance,Precision Medicine,2,0.005263158
Anxiety Disorders,Precision Medicine,10,0.026315789
Aphasia,Precision Medicine,1,0.002631579
Arthritis,Precision Medicine,11,0.028947368
Atherosclerosis,Precision Medicine,3,0.007894737
Autism,Precision Medicine,6,0.015789474
Autoimmune Disease,Precision Medicine,13,0.034210526
Back Pain,Precision Medicine,4,0.010526316
Basic Behavioral and Social Science,Precision Medicine,21,0.055263158
Behavioral and Social Science,Precision Medicine,73,0.146292585
Biodefense,Precision Medicine,1,0.002631579
Biomedical Imaging,Precision Medicine,46,0.121052632
Biotechnology,Precision Medicine,115,0.188834154
Bipolar Disorder,Precision Medicine,5,0.013157895
Brain Cancer,Precision Medicine,7,0.018421053
Breast Cancer,Precision Medicine,14,0.036842105
Cancer,Precision Medicine,95,0.214932127
Cancer Genomics,Precision Medicine,59,0.155263158
Cardiovascular,Precision Medicine,39,0.102631579
Cerebral Palsy,Precision Medicine,1,0.002631579
Cerebrovascular,Precision Medicine,9,0.023684211
Climate-Related Exposures and Conditions,Precision Medicine,1,0.002631579
Clinical Trials and Supportive Activities,Precision Medicine,27,0.071052632
Colo-Rectal Cancer,Precision Medicine,9,0.023684211
Comparative Effectiveness Research,Precision Medicine,17,0.044736842
Complementary and Integrative Health,Precision Medicine,3,0.007894737
Conditions Affecting the Embryonic and Fetal Periods,Precision Medicine,1,0.002631579
Congenital Heart Disease,Precision Medicine,2,0.005263158
Congenital Structural Anomalies,Precision Medicine,3,0.007894737
Coronaviruses Diagnostics and Prognostics,Precision Medicine,1,0.002631579
Coronaviruses Disparities and At-Risk Populations,Precision Medicine,2,0.005263158
Cost Effectiveness Research,Precision Medicine,3,0.007894737
Crohn's Disease,Precision Medicine,1,0.002631579
Dental/Oral and Craniofacial Disease,Precision Medicine,10,0.026315789
Depression,Precision Medicine,6,0.015789474
Dissemination and Implementation Research,Precision Medicine,7,0.018421053
Down Syndrome,Precision Medicine,1,0.002631579
Drug Abuse (NIDA only),Precision Medicine,16,0.042105263
Frontotemporal Dementia (FTD),Precision Medicine,5,0.013157895
Genetic Testing,Precision Medicine,11,0.028947368
Health Services,Precision Medicine,38,0.1
Heart Disease,Precision Medicine,25,0.065789474
Hypertension,Precision Medicine,6,0.015789474
Immunization,Precision Medicine,1,0.002631579
Immunotherapy,Precision Medicine,8,0.021052632
Infant Mortality,Precision Medicine,2,0.005263158
Inflammatory Bowel Disease,Precision Medicine,1,0.002631579
Injury - Trauma - (Head and Spine),Precision Medicine,6,0.015789474
Injury - Traumatic brain injury,Precision Medicine,6,0.015789474
Injury (total) Accidents/Adverse Effects,Precision Medicine,2,0.005263158
Intellectual and Developmental Disabilities (IDD),Precision Medicine,7,0.018421053
Kidney Disease,Precision Medicine,14,0.036842105
Liver Cancer,Precision Medicine,2,0.005263158
Lung,Precision Medicine,17,0.044736842
Lung Cancer,Precision Medicine,8,0.021052632
Lymphatic Research,Precision Medicine,1,0.002631579
Lymphoma,Precision Medicine,1,0.002631579
Major Depressive Disorder,Precision Medicine,4,0.010526316
Maternal Morbidity and Mortality,Precision Medicine,1,0.002631579
Mental Health,Precision Medicine,49,0.128947368
Mental Illness,Precision Medicine,25,0.065789474
Methamphetamine,Precision Medicine,3,0.007894737
Mind and Body,Precision Medicine,1,0.002631579
Nutrition,Precision Medicine,1,0.002631579
Obesity,Precision Medicine,1,0.002631579
Opioid Misuse and Addiction,Precision Medicine,9,0.023684211
Opioids,Precision Medicine,9,0.023684211
Organ Transplantation,Precision Medicine,2,0.005263158
Ovarian Cancer,Precision Medicine,2,0.005263158
Pancreatic Cancer,Precision Medicine,4,0.010526316
Patient Safety,Precision Medicine,51,0.134210526
Pediatric Cancer,Precision Medicine,5,0.013157895
Pediatric Research Initiative,Precision Medicine,2,0.005263158
Physical Activity,Precision Medicine,4,0.010526316
Physical Injury - Accidents and Adverse Effects,Precision Medicine,7,0.018421053
Physical Rehabilitation,Precision Medicine,2,0.005263158
Post-Traumatic Stress Disorder (PTSD),Precision Medicine,7,0.018421053
Prostate Cancer,Precision Medicine,2,0.005263158
Radiation Oncology,Precision Medicine,5,0.013157895
Rehabilitation,Precision Medicine,7,0.018421053
Rheumatoid Arthritis,Precision Medicine,2,0.005263158
Rural Health,Precision Medicine,5,0.013157895
Schizophrenia,Precision Medicine,13,0.034210526
Scleroderma,Precision Medicine,1,0.002631579
Sepsis,Precision Medicine,3,0.007894737
Serious Mental Illness,Precision Medicine,10,0.026315789
Sickle Cell Disease,Precision Medicine,4,0.010526316
Sleep Research,Precision Medicine,11,0.028947368
Social Determinants of Health,Precision Medicine,29,0.076315789
Stem Cell Research,Precision Medicine,1,0.002631579
Stem Cell Research - Induced Pluripotent Stem Cell,Precision Medicine,1,0.002631579
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Precision Medicine,1,0.002631579
Stomach Cancer,Precision Medicine,1,0.002631579
Stroke,Precision Medicine,7,0.018421053
Substance Abuse,Precision Medicine,9,0.023684211
Substance Misuse,Precision Medicine,10,0.026315789
Suicide,Precision Medicine,1,0.002631579
Suicide Prevention,Precision Medicine,1,0.002631579
Telehealth,Precision Medicine,2,0.005263158
Traumatic Brain Injury (TBI),Precision Medicine,3,0.007894737
Traumatic Head and Spine Injury,Precision Medicine,3,0.007894737
Underage Drinking,Precision Medicine,1,0.002631579
Urologic Diseases,Precision Medicine,4,0.010526316
Vaccine Related,Precision Medicine,1,0.002631579
Vascular Cognitive Impairment/Dementia,Precision Medicine,1,0.002631579
Asthma,Pregnancy,3,0.166666667
Attention Deficit Disorder (ADD),Pregnancy,1,0.055555556
Basic Behavioral and Social Science,Pregnancy,4,0.021052632
Behavioral and Social Science,Pregnancy,4,0.008016032
Bioengineering,Pregnancy,2,0.001423488
Biomedical Imaging,Pregnancy,1,0.004149378
Brain Disorders,Pregnancy,1,0.002202643
Burden of Illness,Pregnancy,3,0.166666667
Cardiovascular,Pregnancy,6,0.051282051
Childhood Obesity,Pregnancy,1,0.055555556
Chronic Obstructive Pulmonary Disease,Pregnancy,1,0.055555556
Climate Change,Pregnancy,1,0.055555556
Climate-Related Exposures and Conditions,Pregnancy,3,0.09375
Conditions Affecting the Embryonic and Fetal Periods,Pregnancy,5,0.277777778
Diabetes,Pregnancy,1,0.05
Endocrine Disruptors,Pregnancy,2,0.111111111
Health Disparities,Pregnancy,3,0.008571429
Heart Disease,Pregnancy,6,0.077922078
Infertility,Pregnancy,2,0.111111111
Lead Poisoning,Pregnancy,1,0.055555556
Lung,Pregnancy,6,0.065217391
Machine Learning and Artificial Intelligence,Pregnancy,6,0.006060606
Maternal Morbidity and Mortality,Pregnancy,3,0.166666667
Mental Health,Pregnancy,2,0.007434944
Neonatal Respiratory Distress,Pregnancy,3,0.166666667
Networking and Information Technology R&D (NITRD),Pregnancy,6,0.002834199
Neurosciences,Pregnancy,1,0.001666667
Nutrition,Pregnancy,5,0.15625
Obesity,Pregnancy,4,0.181818182
Patient Safety,Pregnancy,3,0.012931034
Physical Activity,Pregnancy,3,0.136363636
"Preterm, Low Birth Weight and Health of the Newborn",Pregnancy,9,0.428571429
Prevention,Pregnancy,9,0.017077799
Rare Diseases,Pregnancy,3,0.014150943
Rural Health,Pregnancy,2,0.052631579
Social Determinants of Health,Pregnancy,6,0.02764977
Women's Health,Pregnancy,16,0.050473186
Basic Behavioral and Social Science,"Preterm, Low Birth Weight and Health of the Newborn",2,0.010526316
Behavioral and Social Science,"Preterm, Low Birth Weight and Health of the Newborn",2,0.004008016
Bioengineering,"Preterm, Low Birth Weight and Health of the Newborn",8,0.00569395
Biomedical Imaging,"Preterm, Low Birth Weight and Health of the Newborn",3,0.012448133
Biotechnology,"Preterm, Low Birth Weight and Health of the Newborn",1,0.001642036
Cardiovascular,"Preterm, Low Birth Weight and Health of the Newborn",6,0.051282051
Climate Change,"Preterm, Low Birth Weight and Health of the Newborn",2,0.095238095
Climate-Related Exposures and Conditions,"Preterm, Low Birth Weight and Health of the Newborn",2,0.0625
Clinical Trials and Supportive Activities,"Preterm, Low Birth Weight and Health of the Newborn",2,0.020833333
Conditions Affecting the Embryonic and Fetal Periods,"Preterm, Low Birth Weight and Health of the Newborn",2,0.095238095
Congenital Heart Disease,"Preterm, Low Birth Weight and Health of the Newborn",1,0.047619048
Congenital Structural Anomalies,"Preterm, Low Birth Weight and Health of the Newborn",1,0.045454545
Endocrine Disruptors,"Preterm, Low Birth Weight and Health of the Newborn",3,0.142857143
Eye Disease and Disorders of Vision,"Preterm, Low Birth Weight and Health of the Newborn",1,0.021276596
Genetic Testing,"Preterm, Low Birth Weight and Health of the Newborn",1,0.047619048
Health Disparities,"Preterm, Low Birth Weight and Health of the Newborn",2,0.005714286
Heart Disease,"Preterm, Low Birth Weight and Health of the Newborn",4,0.051948052
Hematology,"Preterm, Low Birth Weight and Health of the Newborn",2,0.038461538
Infant Mortality,"Preterm, Low Birth Weight and Health of the Newborn",2,0.095238095
Infectious Diseases,"Preterm, Low Birth Weight and Health of the Newborn",2,0.006944444
Lung,"Preterm, Low Birth Weight and Health of the Newborn",8,0.086956522
Machine Learning and Artificial Intelligence,"Preterm, Low Birth Weight and Health of the Newborn",9,0.009090909
Maternal Morbidity and Mortality,"Preterm, Low Birth Weight and Health of the Newborn",2,0.095238095
Mental Health,"Preterm, Low Birth Weight and Health of the Newborn",2,0.007434944
Neonatal Respiratory Distress,"Preterm, Low Birth Weight and Health of the Newborn",6,0.285714286
Networking and Information Technology R&D (NITRD),"Preterm, Low Birth Weight and Health of the Newborn",11,0.005196032
Neurosciences,"Preterm, Low Birth Weight and Health of the Newborn",1,0.001666667
Patient Safety,"Preterm, Low Birth Weight and Health of the Newborn",3,0.012931034
Precision Medicine,"Preterm, Low Birth Weight and Health of the Newborn",3,0.007894737
Prevention,"Preterm, Low Birth Weight and Health of the Newborn",11,0.020872865
Rare Diseases,"Preterm, Low Birth Weight and Health of the Newborn",9,0.04245283
Sepsis,"Preterm, Low Birth Weight and Health of the Newborn",2,0.095238095
Social Determinants of Health,"Preterm, Low Birth Weight and Health of the Newborn",2,0.00921659
Women's Health,"Preterm, Low Birth Weight and Health of the Newborn",8,0.025236593
Acquired Cognitive Impairment,Prevention,45,0.085388994
Acute Respiratory Distress Syndrome,Prevention,1,0.001897533
Aging,Prevention,83,0.157495256
"Alcoholism, Alcohol Use and Health",Prevention,12,0.022770398
ALS,Prevention,3,0.0056926
Alzheimer's Disease,Prevention,40,0.075901328
Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),Prevention,41,0.077798861
Alzheimer's Disease Related Dementias (ADRD),Prevention,2,0.003795066
American Indian or Alaska Native,Prevention,7,0.013282732
Antimicrobial Resistance,Prevention,3,0.0056926
Anxiety Disorders,Prevention,2,0.003795066
Arthritis,Prevention,6,0.011385199
Assistive Technology,Prevention,5,0.009487666
Asthma,Prevention,3,0.0056926
Atherosclerosis,Prevention,4,0.007590133
Attention Deficit Disorder (ADD),Prevention,1,0.001897533
Attention Deficit Hyperactivity Disorder (ADHD),Prevention,2,0.003795066
Autism,Prevention,7,0.013282732
Autoimmune Disease,Prevention,10,0.018975332
Basic Behavioral and Social Science,Prevention,48,0.091081594
Behavioral and Social Science,Prevention,204,0.387096774
Biodefense,Prevention,14,0.026565465
Biomedical Imaging,Prevention,46,0.087286528
Biotechnology,Prevention,86,0.141215107
Bipolar Disorder,Prevention,6,0.011385199
Brain Disorders,Prevention,142,0.269449715
Breast Cancer,Prevention,13,0.024667932
Burden of Illness,Prevention,3,0.0056926
Cancer,Prevention,95,0.180265655
Cancer Genomics,Prevention,34,0.064516129
Cannabinoid Research,Prevention,1,0.001897533
Cardiovascular,Prevention,53,0.10056926
Caregiving Research,Prevention,1,0.001897533
Celiac Disease,Prevention,1,0.001897533
Cerebrovascular,Prevention,9,0.017077799
Cervical Cancer,Prevention,1,0.001897533
Childhood Injury,Prevention,1,0.001897533
Childhood Obesity,Prevention,2,0.003795066
Chronic Obstructive Pulmonary Disease,Prevention,2,0.003795066
Chronic Pain,Prevention,5,0.009487666
Climate Change,Prevention,7,0.013282732
Climate-Related Exposures and Conditions,Prevention,25,0.04743833
Clinical Trials and Supportive Activities,Prevention,55,0.104364326
Colo-Rectal Cancer,Prevention,5,0.009487666
Comparative Effectiveness Research,Prevention,22,0.041745731
Conditions Affecting the Embryonic and Fetal Periods,Prevention,7,0.013282732
Congenital Heart Disease,Prevention,2,0.003795066
Congenital Structural Anomalies,Prevention,2,0.003795066
Coronaviruses Diagnostics and Prognostics,Prevention,3,0.0056926
Coronaviruses Disparities and At-Risk Populations,Prevention,7,0.013282732
Cost Effectiveness Research,Prevention,6,0.011385199
Crohn's Disease,Prevention,1,0.001897533
Dementia,Prevention,43,0.081593928
Dental/Oral and Craniofacial Disease,Prevention,16,0.030360531
Depression,Prevention,6,0.011385199
Diabetes,Prevention,9,0.017077799
Dissemination and Implementation Research,Prevention,11,0.020872865
Drug Abuse (NIDA only),Prevention,67,0.127134725
Electronic Nicotine Delivery Systems,Prevention,2,0.003795066
Emergency Care,Prevention,4,0.007590133
Epilepsy,Prevention,3,0.0056926
Foodborne Illness,Prevention,3,0.0056926
Genetic Testing,Prevention,3,0.0056926
Health Effects of Indoor Air Pollution,Prevention,3,0.0056926
Health Services,Prevention,102,0.193548387
Hearing Loss,Prevention,4,0.007590133
Heart Disease,Prevention,37,0.070208729
Heart Disease - Coronary Heart Disease,Prevention,2,0.003795066
Hematology,Prevention,10,0.018975332
Hepatitis,Prevention,5,0.009487666
Hepatitis - C,Prevention,5,0.009487666
HPV and/or Cervical Cancer Vaccines,Prevention,1,0.001897533
Hypertension,Prevention,9,0.017077799
Immunization,Prevention,22,0.041745731
Immunotherapy,Prevention,2,0.003795066
Infant Mortality,Prevention,2,0.003795066
Infertility,Prevention,2,0.003795066
Inflammatory Bowel Disease,Prevention,1,0.001897533
Influenza,Prevention,5,0.009487666
Injury - Trauma - (Head and Spine),Prevention,2,0.003795066
